Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Binnipete,12.9717984207048,77.5590969095086,Anjan Theater,12.975521269066409,77.55898365125967,Indie Movie Theater
Dattatreya Temple,12.9965554677515,77.5741380029964,Asha Sweet Center,12.999370572624446,77.57132224515472,Snack Place
Dattatreya Temple,12.9965554677515,77.5741380029964,New Krishna Bhavan,12.99289778546701,77.57148884016746,Indian Restaurant
Dattatreya Temple,12.9965554677515,77.5741380029964,Hotel Janatha,12.999216933608858,77.57121001217656,Indian Restaurant
Dattatreya Temple,12.9965554677515,77.5741380029964,Al Bek,12.994258685516549,77.57149064755079,Restaurant
Dattatreya Temple,12.9965554677515,77.5741380029964,Halli Mane,12.995585063081808,77.57179602128052,Indian Restaurant
Dattatreya Temple,12.9965554677515,77.5741380029964,Mavalli Tiffin Room (MTR),12.993694874301262,77.57142459327149,Karnataka Restaurant
Dattatreya Temple,12.9965554677515,77.5741380029964,Hallimane,12.995645663540271,77.57175092801235,Vegetarian / Vegan Restaurant
Dattatreya Temple,12.9965554677515,77.5741380029964,Domino's Pizza,12.998,77.571,Pizza Place
Dattatreya Temple,12.9965554677515,77.5741380029964,Rasa,12.994212552593925,77.57131082062315,Bar
Dattatreya Temple,12.9965554677515,77.5741380029964,Barista Creme,12.998495058066846,77.57152145437017,Café
Dattatreya Temple,12.9965554677515,77.5741380029964,Adyar Ananda Bhavan (A2B),12.997616521190778,77.57126824919258,Vegetarian / Vegan Restaurant
Dattatreya Temple,12.9965554677515,77.5741380029964,Lalithaa Jewellery,12.99586792236806,77.57144869433773,Jewelry Store
Dattatreya Temple,12.9965554677515,77.5741380029964,ibaco,12.997562479574645,77.57090019412674,Ice Cream Shop
Gandhinagar,12.9815648080642,77.5756650129311,The Citadel Hotel,12.980752354313825,77.57557380900305,Bed & Breakfast
Gandhinagar,12.9815648080642,77.5756650129311,Hotel Empire,12.979648013741157,77.57497051453586,Indian Restaurant
Gandhinagar,12.9815648080642,77.5756650129311,Hotel Annapoorna,12.979087566298864,77.57862372776252,Indian Restaurant
Gandhinagar,12.9815648080642,77.5756650129311,Mavalli Tiffin Rooms (MTR 1924),12.979072175993936,77.5771394336105,Indian Restaurant
Gandhinagar,12.9815648080642,77.5756650129311,Fortune Park JP Celestial,12.98124239713509,77.5761715544753,Hotel
Gandhinagar,12.9815648080642,77.5756650129311,Chicken County,12.97760791036761,77.57714342463389,Indian Restaurant
Subhash Nagar,12.9826668015183,77.5686274619372,platform 10@ Bangalore railway station,12.980463,77.568568,Platform
Subhash Nagar,12.9826668015183,77.5686274619372,Dew Drops,12.982730192785521,77.57100653621202,Food
Subhash Nagar,12.9826668015183,77.5686274619372,Platform 6 @Bangalore City Junction,12.97991888334854,77.56935542415152,Platform
Subhash Nagar,12.9826668015183,77.5686274619372,Railway Grounds,12.97980223312756,77.56675958633423,Playground
Subhash Nagar,12.9826668015183,77.5686274619372,Rail Cartoon Gallery,12.979132,77.568634,Art Gallery
Okalipuram,12.9827837272182,77.563816623965,The Kava - Fairfield By Marriott,12.983389972203558,77.5600695694318,Indian Restaurant
Okalipuram,12.9827837272182,77.563816623965,Fairfield by Marriott Bengaluru Rajajinagar,12.9830936,77.5593393,Hotel
Okalipuram,12.9827837272182,77.563816623965,West Fort Hotel,12.979029,77.56447,Hotel
Okalipuram,12.9827837272182,77.563816623965,Domino's Pizza,12.983196467861962,77.55983385260282,Pizza Place
Okalipuram,12.9827837272182,77.563816623965,Total Superstore,12.982759496306837,77.55975051207878,Shopping Mall
Okalipuram,12.9827837272182,77.563816623965,Brahmins coffee bar,12.983032,77.559425,Indian Restaurant
Basaveshwara Nagar,12.9908084449253,77.5421301173104,Polar Bear,12.991461009778394,77.5388324589418,Ice Cream Shop
Basaveshwara Nagar,12.9908084449253,77.5421301173104,Priyadarshini Grand,12.990234880192782,77.53801956889775,Fast Food Restaurant
Basaveshwara Nagar,12.9908084449253,77.5421301173104,Gold's gym,12.991854848089247,77.53849247800039,Gym
Basaveshwara Nagar,12.9908084449253,77.5421301173104,Baskin-Robbins,12.991217980867413,77.53890348744645,Ice Cream Shop
Basaveshwara Nagar,12.9908084449253,77.5421301173104,Domino's Pizza,12.991721498974792,77.537746906468,Pizza Place
Basaveshwara Nagar,12.9908084449253,77.5421301173104,Masala Munch,12.986617593475396,77.54047186572991,Burger Joint
Kamakshipalya,12.9867975705395,77.5338707039502,Monkey Park,12.989636758650603,77.5355628002541,Park
Kamakshipalya,12.9867975705395,77.5338707039502,Prashanth Hotel,12.986922,77.537251,Karnataka Restaurant
Kamakshipalya,12.9867975705395,77.5338707039502,McDonald's,12.988596695430404,77.53766402759227,Fast Food Restaurant
Kamakshipalya,12.9867975705395,77.5338707039502,Tango Sandwich King,12.987992777144482,77.53730407697388,Sandwich Place
Kamakshipalya,12.9867975705395,77.5338707039502,Kulfi & More,12.985257171348232,77.53722391503436,Snack Place
Kamakshipalya,12.9867975705395,77.5338707039502,ibaco,12.985033323182806,77.53725508567445,Ice Cream Shop
Kamakshipalya,12.9867975705395,77.5338707039502,Matru Sagar,12.98798302926543,77.53766060624885,Fast Food Restaurant
Kamakshipalya,12.9867975705395,77.5338707039502,MJ - Michael Jackson ThemeRestaurant & Bar,12.988762042654667,77.53765500765415,Gastropub
Shivanagara,12.9885035896526,77.5495200478752,O.G. Variar & Sons Bakery,12.987669226149016,77.54997826305166,Bakery
Shivanagara,12.9885035896526,77.5495200478752,Variar Bakery,12.987441249738948,77.54982632294248,Bakery
Shivanagara,12.9885035896526,77.5495200478752,Gangasagar,12.987431836319855,77.54981252919947,Snack Place
Shivanagara,12.9885035896526,77.5495200478752,Linnet,12.987138,77.549514,Indian Restaurant
Shivanagara,12.9885035896526,77.5495200478752,Davanagere Benne Dosa Hotel,12.988245943158185,77.54935546841307,Fast Food Restaurant
Shivanagara,12.9885035896526,77.5495200478752,Nandhana Palace,12.989189036308236,77.55030152954899,Indian Restaurant
Shivanagara,12.9885035896526,77.5495200478752,Basaveshwara medical stores,12.988782104888083,77.54714303161525,Pharmacy
Shivanagara,12.9885035896526,77.5495200478752,Manjunath Nagar park ♣,12.992473014746961,77.55017280578613,Park
Shivanagara,12.9885035896526,77.5495200478752,Sharma Chats,12.985692328939546,77.55280939309888,Chaat Place
Sriramamandir,12.9837673095898,77.5558908790906,Fairfield by Marriott Bengaluru Rajajinagar,12.9830936,77.5593393,Hotel
Sriramamandir,12.9837673095898,77.5558908790906,The Kava - Fairfield By Marriott,12.983389972203558,77.5600695694318,Indian Restaurant
Sriramamandir,12.9837673095898,77.5558908790906,Mtr Moments,12.985151043416842,77.55416406419305,Breakfast Spot
Sriramamandir,12.9837673095898,77.5558908790906,Adyar Anand Bhavan,12.98374097603002,77.55379461004415,Indian Restaurant
Sriramamandir,12.9837673095898,77.5558908790906,Food Express,12.987672435211719,77.5541920530947,Indian Restaurant
Dayananda Nagar,12.9910970569635,77.5641946734242,State Bank of India ATM,12.9921855,77.5651215,ATM
Dayananda Nagar,12.9910970569635,77.5641946734242,State Bank of India ATM,12.99252,77.56329,ATM
Dayananda Nagar,12.9910970569635,77.5641946734242,K P Chinese (Veg),12.992754,77.56509,Indian Chinese Restaurant
Dayananda Nagar,12.9910970569635,77.5641946734242,aruna theatre,12.987671852111816,77.56666564941406,Multiplex
Prakash Nagar,12.9930942205099,77.5582212219401,O.G. Variar & Sons,12.991577953372982,77.5545605063243,Bakery
Prakash Nagar,12.9930942205099,77.5582212219401,Cafe Coffee Day,12.989817640442567,77.55946397781372,Café
Prakash Nagar,12.9930942205099,77.5582212219401,Cafe Coffee Day,12.995895,77.554804,Café
Prakash Nagar,12.9930942205099,77.5582212219401,Yamaha-Bangalore Wheels,12.988921925286443,77.5592915157153,Motorcycle Shop
Rajaji Nagar,12.9945988368238,77.5501925896872,Swathi Restaurant,12.996995957833539,77.55029067287353,Indian Restaurant
Rajaji Nagar,12.9945988368238,77.5501925896872,Sagar Fast Food,12.996622810426281,77.55417938115737,Fast Food Restaurant
Rajaji Nagar,12.9945988368238,77.5501925896872,Hotel Nalapaka,12.998323627537209,77.55230263939711,Vegetarian / Vegan Restaurant
Rajaji Nagar,12.9945988368238,77.5501925896872,Gokul Veg,12.998230584129786,77.55084335803986,Indian Restaurant
Rajaji Nagar,12.9945988368238,77.5501925896872,Sea Route,12.997430360713654,77.54726040501974,Seafood Restaurant
Rajaji Nagar,12.9945988368238,77.5501925896872,Cafe Coffee Day,12.999053508960221,77.54994885679292,Café
Rajaji Nagar,12.9945988368238,77.5501925896872,Line Park,12.993447861618211,77.55064300530039,Park
Rajaji Nagar,12.9945988368238,77.5501925896872,Manjunath Nagar park ♣,12.992473014746961,77.55017280578613,Park
Rajaji Nagar,12.9945988368238,77.5501925896872,Chung's,12.997412595500373,77.54685685876323,Chinese Restaurant
Rajaji Nagar,12.9945988368238,77.5501925896872,megamart,12.997025590098689,77.5503071275204,Clothing Store
Rajaji Nagar,12.9945988368238,77.5501925896872,Just Bake,12.995322693507186,77.55282058879405,Bakery
Rajaji Nagar,12.9945988368238,77.5501925896872,Burger King,12.997318,77.54742,Burger Joint
Rajaji Nagar,12.9945988368238,77.5501925896872,Foodworld,12.997521202147151,77.54754729412994,Grocery Store
Rajaji Nagar,12.9945988368238,77.5501925896872,New Shanti Sagar,12.99747042106037,77.54709989248215,Indian Restaurant
Rajaji Nagar,12.9945988368238,77.5501925896872,Kanti Sweets,12.997429384174982,77.54697628574199,Indian Restaurant
Kaveripura,12.9797422678665,77.5248978783418,State Bank of India ATM,12.977233,77.5272707,ATM
Kaveripura,12.9797422678665,77.5248978783418,The Zen Park,12.982902704430384,77.52186634102615,Park
Govindaraja Nagar,12.9771164127201,77.5366824799528,cafe coffee day,12.980093609195144,77.53782296537516,Café
Govindaraja Nagar,12.9771164127201,77.5366824799528,Square Plate,12.978752277021064,77.54064292676242,Indian Restaurant
Govindaraja Nagar,12.9771164127201,77.5366824799528,Govindaraj Nagar,12.975602171284002,77.53775018372652,Bus Station
Govindaraja Nagar,12.9771164127201,77.5366824799528,Parkview restaurant,12.97718974793123,77.53331601386321,Indian Restaurant
Govindaraja Nagar,12.9771164127201,77.5366824799528,Asha Sweets,12.97687832433544,77.54054344833314,Bakery
Govindaraja Nagar,12.9771164127201,77.5366824799528,by2coffee,12.97687962683994,77.54055158054624,Breakfast Spot
Govindaraja Nagar,12.9771164127201,77.5366824799528,khb Colony Bust Stop,12.980764329479065,77.5348724719699,Bus Station
Govindaraja Nagar,12.9771164127201,77.5366824799528,Just bake,12.981202469633047,77.53710074541416,Bagel Shop
Govindaraja Nagar,12.9771164127201,77.5366824799528,Polar bear,12.972925259504116,77.5373907967147,Ice Cream Shop
Govindaraja Nagar,12.9771164127201,77.5366824799528,Prashanth Nagar,12.97634195906117,77.5323298334897,Bus Station
Govindaraja Nagar,12.9771164127201,77.5366824799528,Adyar Anand Bhavan,12.980219662387674,77.5368777825144,Vegetarian / Vegan Restaurant
Agrahara Dasarahalli,12.9804974028429,77.5415353943762,Square Plate,12.978752277021064,77.54064292676242,Indian Restaurant
Agrahara Dasarahalli,12.9804974028429,77.5415353943762,cafe coffee day,12.980093609195144,77.53782296537516,Café
Agrahara Dasarahalli,12.9804974028429,77.5415353943762,Manovanna,12.977014219665055,77.54063342108395,Garden
Agrahara Dasarahalli,12.9804974028429,77.5415353943762,Just bake,12.981202469633047,77.53710074541416,Bagel Shop
Dr. Raj Kumar Ward,12.979654172134,77.5484753583426,1947,12.982884591952303,77.5488088370366,Asian Restaurant
Dr. Raj Kumar Ward,12.979654172134,77.5484753583426,Veeresh Theater,12.97694093033139,77.5458576786489,Indie Movie Theater
Dr. Raj Kumar Ward,12.979654172134,77.5484753583426,gd bar and restaurant,12.983911587458863,77.54873408669056,Restaurant
Dr. Raj Kumar Ward,12.979654172134,77.5484753583426,Digital Express,12.979660444765793,77.55307249164306,Paper / Office Supplies Store
Marenahalli,12.9718892616902,77.5328436441007,vijayanagar water tank,12.971430698481988,77.53733028868986,Food Truck
Marenahalli,12.9718892616902,77.5328436441007,Archies Gift Shop,12.972090852308048,77.5337527200862,Arts & Crafts Store
Marenahalli,12.9718892616902,77.5328436441007,Ayodya foodline,12.97587813649769,77.53118844674367,Indian Restaurant
Marenahalli,12.9718892616902,77.5328436441007,Udupi Ruchi,12.96981197037965,77.536871201675,Indian Restaurant
Marenahalli,12.9718892616902,77.5328436441007,Prashanth Nagar,12.97634195906117,77.5323298334897,Bus Station
Maruthi Mandir ward,12.9667105528406,77.5284643519759,KFC,12.963904381906982,77.52842814905415,American Restaurant
Maruthi Mandir ward,12.9667105528406,77.5284643519759,State Bank of India ATM,12.9673591,77.5287662,ATM
Maruthi Mandir ward,12.9667105528406,77.5284643519759,The Fitt Club,12.964886301429983,77.52823778122811,Gym
Maruthi Mandir ward,12.9667105528406,77.5284643519759,Chats Corner,12.964382743482783,77.53039899724364,Snack Place
Maruthi Mandir ward,12.9667105528406,77.5284643519759,MedPlus,12.9711,77.52928,Pharmacy
Mudalapalya,12.9692392151885,77.521640582415,cafe coffee day,12.969061329038635,77.52450314801446,Café
Mudalapalya,12.9692392151885,77.521640582415,Byraveshwara Nagar Bus Stop,12.966633449079778,77.52210104782179,Bus Station
Mudalapalya,12.9692392151885,77.521640582415,Santosh Sea Food  Mangalore Restaurant,12.967467,77.523931,Indian Restaurant
Mudalapalya,12.9692392151885,77.521640582415,The Club,12.969453120536832,77.52460953356446,Nightclub
Mudalapalya,12.9692392151885,77.521640582415,moodalpalya,12.969010975031589,77.51814316458292,Supermarket
Nayandahalli,12.9451408764406,77.5199607392573,shree annapoorneshwari hotel,12.9490452795376,77.5204558218328,Southern / Soul Food Restaurant
Kempapura Agrahara,12.9723126235624,77.5554793838085,The Cinema GT World Mall,12.973696779611087,77.5516042499798,Multiplex
Kempapura Agrahara,12.9723126235624,77.5554793838085,Domino's Pizza,12.973908,77.551678,Pizza Place
Kempapura Agrahara,12.9723126235624,77.5554793838085,Kim Lee,12.973217606603104,77.55217123664892,Chinese Restaurant
Kempapura Agrahara,12.9723126235624,77.5554793838085,Magadi Road Metro Station,12.975671984649798,77.5559642968908,Metro Station
Vijayanagar,12.9720925542614,77.5470438346722,D-Mart,12.974411941889466,77.54736815455266,Department Store
Vijayanagar,12.9720925542614,77.5470438346722,Chat street Vijayanagar,12.973075235171223,77.54372932071966,Deli / Bodega
Vijayanagar,12.9720925542614,77.5470438346722,Gandhi Park,12.972363291413458,77.54304072827681,Playground
Hosahalli,12.9676691462426,77.5438119924571,Vijayangar Club,12.967574304857798,77.53965928693498,Gym Pool
Hosahalli,12.9676691462426,77.5438119924571,Park,12.966902007156035,77.54426675582359,Park
Hosahalli,12.9676691462426,77.5438119924571,Bansuri Sweets,12.965665756568868,77.54293995830092,Candy Store
Attiguppe,12.9581117077057,77.5293089282806,Dewaar,12.958419301383172,77.52585864340865,Seafood Restaurant
Attiguppe,12.9581117077057,77.5293089282806,KFC,12.960916180639444,77.5281295778429,Fried Chicken Joint
Attiguppe,12.9581117077057,77.5293089282806,Polar bear,12.960338536077488,77.53023612979298,Ice Cream Shop
Attiguppe,12.9581117077057,77.5293089282806,Subway,12.960867,77.528058,Sandwich Place
Attiguppe,12.9581117077057,77.5293089282806,Cafe Coffee day,12.960790047296951,77.52842255000499,Café
Attiguppe,12.9581117077057,77.5293089282806,Domino's Pizza,12.961044909098101,77.52710863215812,Pizza Place
Attiguppe,12.9581117077057,77.5293089282806,Cibo Esca,12.96100776733636,77.52867450694457,Restaurant
Attiguppe,12.9581117077057,77.5293089282806,Daily Bread,12.960436183980248,77.52888727014799,Café
Attiguppe,12.9581117077057,77.5293089282806,Deewar Family Restaurant,12.957035012138334,77.5270227790721,Seafood Restaurant
Attiguppe,12.9581117077057,77.5293089282806,Charcoal Rooftop Café,12.960802768982024,77.52838895570424,Middle Eastern Restaurant
Attiguppe,12.9581117077057,77.5293089282806,Fm Silks,12.958552818109256,77.52637242536609,Airport
Attiguppe,12.9581117077057,77.5293089282806,Spirit Fitness,12.961627911579477,77.52652445646488,Gym
Hampi Nagar,12.959949194647,77.5376145866468,Bangalore University Shopping Complex,12.9591549749066,77.53654648047193,Smoke Shop
Hampi Nagar,12.959949194647,77.5376145866468,Maruthi Medicals,12.963728632505049,77.53959210496174,Pharmacy
Hampi Nagar,12.959949194647,77.5376145866468,Gokul - Veg,12.963770619212319,77.5353819554273,Indian Restaurant
Hampi Nagar,12.959949194647,77.5376145866468,Beijing Bites,12.961965863683368,77.53360748291016,Chinese Restaurant
Bapuji Nagar,12.9579760999735,77.5432214136966,Mahadevappa Caterer in Bangalore,12.957360192497985,77.54207253456116,Restaurant
Bapuji Nagar,12.9579760999735,77.5432214136966,bridgeway,12.954335196702454,77.54399803858948,Indian Restaurant
Bapuji Nagar,12.9579760999735,77.5432214136966,Big Bazaar,12.953858621227537,77.5432310713207,Department Store
Bapuji Nagar,12.9579760999735,77.5432214136966,Imperial Restaurant,12.953831,77.543369,Indian Restaurant
Bapuji Nagar,12.9579760999735,77.5432214136966,KSRTC Satellite Bus Stand,12.95367195833007,77.54325906291791,Bus Station
Gali Anjenaya Temple ward,12.9501592455071,77.5446560301153,KSRTC Satellite Bus Stand,12.95367195833007,77.54325906291791,Bus Station
Gali Anjenaya Temple ward,12.9501592455071,77.5446560301153,Imperial Restaurant,12.953831,77.543369,Indian Restaurant
Gali Anjenaya Temple ward,12.9501592455071,77.5446560301153,Big Bazaar,12.953858621227537,77.5432310713207,Department Store
Gali Anjenaya Temple ward,12.9501592455071,77.5446560301153,Adyar Anand Bhavan,12.954188193276499,77.54378927773395,Indian Restaurant
Deepanjali Nagar,12.9445404293539,77.5362326389086,"Shutterspace - Lens, Camera And Camera Accessories Rental",12.943414,77.539795,Camera Store
Deepanjali Nagar,12.9445404293539,77.5362326389086,Metro View Inn,12.947490210144176,77.5330472707387,Hotel
Deepanjali Nagar,12.9445404293539,77.5362326389086,Aithal's Mithra Koota,12.94333,77.54065,Breakfast Spot
Padarayanapura,12.9637025463239,77.5488120504647,Domino's Pizza,12.961,77.551,Pizza Place
Padarayanapura,12.9637025463239,77.5488120504647,Mysore Furniture,12.963220596313477,77.5504379272461,Furniture / Home Store
Padarayanapura,12.9637025463239,77.5488120504647,Axis Bank ATM,12.96189,77.5484,ATM
Jagajivanaramnagar,12.9605447475681,77.5519414463642,Domino's Pizza,12.961,77.551,Pizza Place
Jagajivanaramnagar,12.9605447475681,77.5519414463642,Pizza Hut,12.9585534,77.5531936,Pizza Place
Jagajivanaramnagar,12.9605447475681,77.5519414463642,Domino's Pizza,12.957657233821706,77.553100480814,Pizza Place
Jagajivanaramnagar,12.9605447475681,77.5519414463642,McDonald's,12.958069526527929,77.55358749128288,Fast Food Restaurant
Jagajivanaramnagar,12.9605447475681,77.5519414463642,Cafe Coffee Day,12.95808454092377,77.55413047750196,Café
Jagajivanaramnagar,12.9605447475681,77.5519414463642,FLFL gopalan,12.958496,77.55342,Italian Restaurant
Jagajivanaramnagar,12.9605447475681,77.5519414463642,Axis Bank ATM,12.96189,77.5484,ATM
Jagajivanaramnagar,12.9605447475681,77.5519414463642,Silver Spoons Restaurant,12.957093573282732,77.54987239837646,Indian Restaurant
Jagajivanaramnagar,12.9605447475681,77.5519414463642,Axis Bank ATM,12.95838,77.5483,ATM
Rayapuram,12.9649880815167,77.5563781786261,Axis Bank ATM,12.96857,77.55457,ATM
Chalavadipalya,12.9645793210376,77.5644482281296,Cinepolis - ETA Mall,12.9658300426705,77.56185010129978,Multiplex
Chalavadipalya,12.9645793210376,77.5644482281296,ETA Mall,12.965803819615283,77.56181104663334,Shopping Mall
Chalavadipalya,12.9645793210376,77.5644482281296,Carrefour Wholesale Cash & Carry India Pvt. Ltd.,12.965155654342851,77.56182157012104,Department Store
Chalavadipalya,12.9645793210376,77.5644482281296,Decathlon sports ETA,12.96563514412163,77.56204515502799,Sporting Goods Shop
Chalavadipalya,12.9645793210376,77.5644482281296,Coffee Tree,12.96582289508392,77.56174320645145,Coffee Shop
Chalavadipalya,12.9645793210376,77.5644482281296,METRO Cash & Carry,12.965225562931169,77.56148975907335,Big Box Store
Chalavadipalya,12.9645793210376,77.5644482281296,Ganesh Grand,12.961309,77.562301,Vegetarian / Vegan Restaurant
K R Market,12.9639680609056,77.5718004624152,Bangalore Fort,12.962529430768752,77.57581613091389,Historic Site
K R Market,12.9639680609056,77.5718004624152,Sri Bhagyalakshmi Trading Co,12.962799,77.571726,Market
K R Market,12.9639680609056,77.5718004624152,K.R. Flower Market,12.965010276705069,77.57515379962197,Flower Shop
K R Market,12.9639680609056,77.5718004624152,Prakash cafe,12.96049019646807,77.57102892400674,Indian Restaurant
K R Market,12.9639680609056,77.5718004624152,Prithvi Book Store,12.961388393114532,77.57528812140237,Bookstore
Chamrajapet,12.9581840004128,77.5637756014863,Karnataka Bhel House,12.959412433420795,77.56726435409732,Fast Food Restaurant
Chamrajapet,12.9581840004128,77.5637756014863,Davengere Benne Dosa,12.957863336258592,77.56735400148817,Indian Restaurant
Chamrajapet,12.9581840004128,77.5637756014863,Desi Rasoi,12.95707384719971,77.56110510026818,Indian Chinese Restaurant
Chamrajapet,12.9581840004128,77.5637756014863,Food World,12.958801802584588,77.5670830068332,Shop & Service
Azad Nagar,12.9547171397323,77.554027303718,Cafe Coffee Day,12.95808454092377,77.55413047750196,Café
Azad Nagar,12.9547171397323,77.554027303718,McDonald's,12.958069526527929,77.55358749128288,Fast Food Restaurant
Azad Nagar,12.9547171397323,77.554027303718,Gopalan cinemas,12.95812756288092,77.553699447417,Multiplex
Azad Nagar,12.9547171397323,77.554027303718,Gopalan Mall,12.958114791322226,77.55386178361525,Shopping Mall
Sudham Nagara,12.9593349100093,77.586192712433,Ravindra Kalakshetra,12.962176250925962,77.58452795770042,Theater
Sudham Nagara,12.9593349100093,77.586192712433,Mavalli Tiffin Room (MTR),12.955122296207755,77.58555184054242,Indian Restaurant
Sudham Nagara,12.9593349100093,77.586192712433,Urvashi Cinemas,12.95563087836909,77.58561667344257,Movie Theater
Sudham Nagara,12.9593349100093,77.586192712433,Springs Hotel and Spa,12.956703136089297,77.58353012347467,Hotel
Sudham Nagara,12.9593349100093,77.586192712433,A.D.A. Rangamandira,12.96208182211036,77.58419084791578,Theater
Sudham Nagara,12.9593349100093,77.586192712433,Bake Square,12.961076354995122,77.58746037055143,Bakery
Sudham Nagara,12.9593349100093,77.586192712433,Ramson Flowers,12.956972046038596,77.58603894327983,Flower Shop
Sudham Nagara,12.9593349100093,77.586192712433,Beetle Juice Bar,12.95649237204395,77.58352875709534,Other Nightlife
Dharmaraya Swamy Temple,12.963133327422,77.580510578405,Ravindra Kalakshetra,12.962176250925962,77.58452795770042,Theater
Dharmaraya Swamy Temple,12.963133327422,77.580510578405,Lakshmi Nataraj Refreshments,12.967475971604863,77.57946797795475,South Indian Restaurant
Dharmaraya Swamy Temple,12.963133327422,77.580510578405,A.D.A. Rangamandira,12.96208182211036,77.58419084791578,Theater
Dharmaraya Swamy Temple,12.963133327422,77.580510578405,Narayan Idly,12.964024421288924,77.57800810314914,Food Truck
Dharmaraya Swamy Temple,12.963133327422,77.580510578405,K.R Market,12.96397395254035,77.57772827265369,Market
Sunkenahalli,12.9486914803666,77.5678744056857,Mahalakshmi Tiffin Room,12.946963396829972,77.57152984973779,Indian Restaurant
Sunkenahalli,12.9486914803666,77.5678744056857,SLV Corner,12.9481638082219,77.56872282394623,Indian Restaurant
Sunkenahalli,12.9486914803666,77.5678744056857,Baskin-Robbins,12.948185374202158,77.56998788687031,Ice Cream Shop
Sunkenahalli,12.9486914803666,77.5678744056857,Cafe Coffee Day,12.950590455055343,77.56770964176006,Coffee Shop
Sunkenahalli,12.9486914803666,77.5678744056857,Red Berrys,12.947376995413485,77.57157844120222,Ice Cream Shop
Sunkenahalli,12.9486914803666,77.5678744056857,Butter Sponge,12.948072980542193,77.57196920738669,Bakery
Sunkenahalli,12.9486914803666,77.5678744056857,More Mega Store,12.952239330436152,77.56745895810809,Department Store
Sunkenahalli,12.9486914803666,77.5678744056857,Cane-O-La,12.944367569603447,77.56778781411066,Juice Bar
Sunkenahalli,12.9486914803666,77.5678744056857,Domino's Pizza,12.945000666334863,77.56789069038514,Pizza Place
Sunkenahalli,12.9486914803666,77.5678744056857,McDonald's,12.947580352181127,77.56786607108185,Fast Food Restaurant
Sunkenahalli,12.9486914803666,77.5678744056857,Cafe Coffee Day,12.946983044643895,77.56910355748363,Coffee Shop
Sunkenahalli,12.9486914803666,77.5678744056857,Subway,12.94461894971747,77.56784981282803,Sandwich Place
Sunkenahalli,12.9486914803666,77.5678744056857,KFC,12.948053956273753,77.56891401126546,Fast Food Restaurant
Sunkenahalli,12.9486914803666,77.5678744056857,Udupi Sri Krishna Bhavan,12.946095034787962,77.57052631690827,Indian Restaurant
Sunkenahalli,12.9486914803666,77.5678744056857,Baisakhi,12.946152164857445,77.57022533506577,Indian Restaurant
Vishveshwara Puram,12.9504863664593,77.5798830579196,VB Bakery,12.951686782803248,77.57712392383637,Bakery
Vishveshwara Puram,12.9504863664593,77.5798830579196,Food Street,12.950955903168275,77.5777977324465,Snack Place
Vishveshwara Puram,12.9504863664593,77.5798830579196,Shivanna Gulkhan Store,12.95087148838746,77.57787565010015,Restaurant
Vishveshwara Puram,12.9504863664593,77.5798830579196,Corner House,12.947282345541405,77.57682384041209,Dessert Shop
Vishveshwara Puram,12.9504863664593,77.5798830579196,Lalbagh West Gate,12.94825843458619,77.58002845878543,Park
Vishveshwara Puram,12.9504863664593,77.5798830579196,NMH Tiffin House,12.954300016820962,77.5788060159709,Indian Restaurant
Vishveshwara Puram,12.9504863664593,77.5798830579196,Ibaco,12.947785578378024,77.57995010771593,Ice Cream Shop
Vishveshwara Puram,12.9504863664593,77.5798830579196,Ganesh Chat Centre,12.948113594397082,77.5760884520387,Food Truck
Vishveshwara Puram,12.9504863664593,77.5798830579196,Pizza Stop,12.947423415194319,77.5767208771391,Fast Food Restaurant
Vishveshwara Puram,12.9504863664593,77.5798830579196,Cafe Coffee Day,12.94781179903133,77.57980353973873,Café
Vishveshwara Puram,12.9504863664593,77.5798830579196,Maiyas,12.952717840674431,77.57722824811935,Vegetarian / Vegan Restaurant
Siddapura,12.9438446355212,77.5930164521246,Hombegowda Park,12.946968984543009,77.5944777060488,Park
Siddapura,12.9438446355212,77.5930164521246,Tanishq,12.941939257071713,77.59007373543331,Jewelry Store
Siddapura,12.9438446355212,77.5930164521246,Hotel Salt n Pepper,12.944299920627142,77.59706852592048,Indian Restaurant
Siddapura,12.9438446355212,77.5930164521246,Planet M,12.943700159228761,77.5971020998698,Music Store
Hombegowda Nagara,12.9505957757457,77.5948740249626,Cafe Coffee Day,12.949943253445102,77.592996055573,Café
Hombegowda Nagara,12.9505957757457,77.5948740249626,Costa Coffee,12.948889199332454,77.59759451664563,Coffee Shop
Hombegowda Nagara,12.9505957757457,77.5948740249626,Wilson Garden - Food Street,12.948874864118995,77.59800813176311,Southern / Soul Food Restaurant
Hombegowda Nagara,12.9505957757457,77.5948740249626,Adyar Ananda Bhavan,12.954562264624496,77.59307072974964,Indian Restaurant
Hombegowda Nagara,12.9505957757457,77.5948740249626,More,12.951656133300766,77.59574234693498,Supermarket
Hombegowda Nagara,12.9505957757457,77.5948740249626,Srinivasa Mess,12.950630295976369,77.59664885071149,Indian Restaurant
Hombegowda Nagara,12.9505957757457,77.5948740249626,Hotel Janta,12.948832767440207,77.5979955362692,Fast Food Restaurant
Hombegowda Nagara,12.9505957757457,77.5948740249626,Hombegowda Park,12.946968984543009,77.5944777060488,Park
